index,Village_Area_Name,Beat Number,No of Crimes in Each Beat,UNITS,ASI,CHC,CPC,Crime Severity Weights of Beat
41877,Vinobha Nagar,8,26,"SP, DHARWAD",52,141,278,15.0
41883,HEMANTH NAGAR,4,28,"SP, DHARWAD",52,141,278,15.0
41889,VINOBHA NAGAR,7,33,"SP, DHARWAD",52,141,278,15.0
41895,uday nagar,2,27,"SP, DHARWAD",52,141,278,15.0
41901,Arihanta nagar,5,25,"SP, DHARWAD",52,141,278,15.0
41907,K.h.Patil Road,6,26,"SP, DHARWAD",52,141,278,14.0
41912,BHAVANINAGAR,1,27,"SP, DHARWAD",52,141,278,15.0
41918,SBI COLONY,06,2,"SP, DHARWAD",52,141,278,5.0
41920,GADAG BETAGERI,OTHER,2,"SP, DHARWAD",52,141,278,7.0
41922,ORIENTAL SCHOOL ROAD,4,23,"SP, DHARWAD",52,141,278,15.0
41928,HEGGERI,3,22,"SP, DHARWAD",52,141,278,15.0
41934,JAWAHAR NAGAR,5,26,"SP, DHARWAD",52,141,278,11.0
41939,SANGAM COLONY,6,18,"SP, DHARWAD",52,141,278,14.0
41944,SADASHIV NAGAR,8,25,"SP, DHARWAD",52,141,278,15.0
41950,KRISHNAPUR ONI,7,14,"SP, DHARWAD",52,141,278,15.0
41956,SIDDALINGESHWAR COLONY,1,28,"SP, DHARWAD",52,141,278,15.0
41962,MURARJI NAGAR,2,7,"SP, DHARWAD",52,141,278,12.0
41966,ANAND NAGAR AMBEDKAR COLONY,55,9,"SP, DHARWAD",52,141,278,10.0
41970,NEW ANAND NAGAR,52,17,"SP, DHARWAD",52,141,278,11.0
41975,KEMPAGERI,32,11,"SP, DHARWAD",52,141,278,10.0
41979,bantikatti,19,4,"SP, DHARWAD",52,141,278,5.0
41982,ANAND NAGAR,54,23,"SP, DHARWAD",52,141,278,15.0
41988,SIDDAROODHA NAGAR,35,16,"SP, DHARWAD",52,141,278,15.0
41994,KEB GRID KARWAR ROAD,66,11,"SP, DHARWAD",52,141,278,14.0
41999,NAGALINGA NAGAR,36,8,"SP, DHARWAD",52,141,278,11.0
42004,NOORANI PLOT,70,5,"SP, DHARWAD",52,141,278,10.0
42008,SADASHIV NAGAR,69,19,"SP, DHARWAD",52,141,278,15.0
42014,MURARJI NAGAR FIRST STAGE,10,6,"SP, DHARWAD",52,141,278,10.0
42018,GOULI GALLI,57,8,"SP, DHARWAD",52,141,278,10.0
42022,GURUSIDDESHWAR COLONY,75,11,"SP, DHARWAD",52,141,278,10.0
42026,RAYANAL VILLAGE,47,13,"SP, DHARWAD",52,141,278,15.0
42032,SUBAS NAGAR,30,12,"SP, DHARWAD",52,141,278,15.0
42038,BHARATI NAGAR,14,4,"SP, DHARWAD",52,141,278,10.0
42041,SIMLA NAGAR,41,15,"SP, DHARWAD",52,141,278,15.0
42047,SHIVASHANKAR COLONY,65,13,"SP, DHARWAD",52,141,278,11.0
42052,R M LOHIYA NAGAR FIRST STAGE,12,10,"SP, DHARWAD",52,141,278,14.0
42057,JAGADISHA NAGAR,17,5,"SP, DHARWAD",52,141,278,10.0
42061,HEGGERI,15,23,"SP, DHARWAD",52,141,278,15.0
42067,MILAN COLONY,45,4,"SP, DHARWAD",52,141,278,10.0
42070,Other Police Station Limits,79,2,"SP, DHARWAD",52,141,278,5.0
42072,BHANATIKATTI,68,12,"SP, DHARWAD",52,141,278,14.0
42077,KRISHNAPUR ONI,62,17,"SP, DHARWAD",52,141,278,15.0
42083,AYODHYANAGAR,63,14,"SP, DHARWAD",52,141,278,15.0
42089,SANGAM COLONY,50,7,"SP, DHARWAD",52,141,278,10.0
42093,J P NAGAR,20,4,"SP, DHARWAD",52,141,278,7.0
42096,SRI RAM COLONY,67,6,"SP, DHARWAD",52,141,278,10.0
42099,shivshankar colony,16,11,"SP, DHARWAD",52,141,278,15.0
42105,NEKHAR NAGAR,71,11,"SP, DHARWAD",52,141,278,10.0
42109,AROODNAGAR,44,10,"SP, DHARWAD",52,141,278,14.0
42114,BAGARAPETH,60,10,"SP, DHARWAD",52,141,278,10.0
42118,HIREPETH,61,4,"SP, DHARWAD",52,141,278,7.0
42121,SIDRAMESHWAR NAGAR,46,4,"SP, DHARWAD",52,141,278,10.0
42125,DHARWAD COLONY,77,9,"SP, DHARWAD",52,141,278,10.0
42129,BYAHATTI PLOT,43,14,"SP, DHARWAD",52,141,278,15.0
42135,AJMEER NAGAR,78,9,"SP, DHARWAD",52,141,278,10.0
42139,SHIVAPUTRA NAGAR,51,10,"SP, DHARWAD",52,141,278,14.0
42144,SAHADEV NAGAR,37,12,"SP, DHARWAD",52,141,278,14.0
42149,VASAVI NAGAR,25,7,"SP, DHARWAD",52,141,278,14.0
42154,GANESHA NAGAR,27,6,"SP, DHARWAD",52,141,278,5.0
42157,GOKUL DHAM,31,6,"SP, DHARWAD",52,141,278,9.0
42161,MARUTI NAGAR,22,11,"SP, DHARWAD",52,141,278,14.0
42166,SIDDALINGESHWAR COLONY,9,11,"SP, DHARWAD",52,141,278,15.0
42172,SAHASRARJUN NAGAR,26,4,"SP, DHARWAD",52,141,278,9.0
42176,CHABBI PLOT,72,5,"SP, DHARWAD",52,141,278,5.0
42179,LUTIMATH LAY OUT,21,3,"SP, DHARWAD",52,141,278,6.0
42182,KOTILING NAGAR,23,10,"SP, DHARWAD",52,141,278,15.0
42188,VISHAL NAGAR,33,9,"SP, DHARWAD",52,141,278,10.0
42192,JANGIPETH,58,3,"SP, DHARWAD",52,141,278,10.0
42195,GURUNATH NAGAR,40,9,"SP, DHARWAD",52,141,278,15.0
42200,R M LOHIYA NAGAR SECOND STAGE,13,6,"SP, DHARWAD",52,141,278,10.0
42203,PRASHANTA NAGAR,29,9,"SP, DHARWAD",52,141,278,14.0
42208,AYODHYANAGAR AMBEDKAR COLONY,64,6,"SP, DHARWAD",52,141,278,10.0
42212,AGRAHAR TIMMASAGAR,76,10,"SP, DHARWAD",52,141,278,11.0
42217,SADATH COLONY,39,2,"SP, DHARWAD",52,141,278,3.0
42219,S.K COLONY,74,11,"SP, DHARWAD",52,141,278,14.0
42224,ABHINAV NAGAR,49,10,"SP, DHARWAD",52,141,278,11.0
42229,MAYUR NAGAR,56,6,"SP, DHARWAD",52,141,278,10.0
42233,RAJENDRA COLONY,28,6,"SP, DHARWAD",52,141,278,14.0
42238,ADYAPAKA NAGAR,42,4,"SP, DHARWAD",52,141,278,10.0
42242,BAFANA NAGAR,34,10,"SP, DHARWAD",52,141,278,14.0
42247,KALAVIDAR PLOT,53,3,"SP, DHARWAD",52,141,278,8.0
42250,PATTEHA NAGAR,18,1,"SP, DHARWAD",52,141,278,3.0
42251,BHARATH NAGAR,38,6,"SP, DHARWAD",52,141,278,8.0
42254,MAYURI GARDAN,24,4,"SP, DHARWAD",52,141,278,8.0
42257,DIWATAGI ONI,59,2,"SP, DHARWAD",52,141,278,8.0
42259,CHAWAN PLOT,73,2,"SP, DHARWAD",52,141,278,5.0
42260,TENITY COLONY RAYANAL ROAD,48,4,"SP, DHARWAD",52,141,278,8.0
42263,MURARJI NAGAR SECOND STAGE,11,2,"SP, DHARWAD",52,141,278,5.0
42265,Gandi Nagar,5,27,"SP, DHARWAD",52,141,278,15.0
42271,MISSION COMPOUND,2,28,"SP, DHARWAD",52,141,278,15.0
42277,AKALWADI CHAWL,4,35,"SP, DHARWAD",52,141,278,15.0
42283,KALYANNAGAR,1,26,"SP, DHARWAD",52,141,278,15.0
42289,YALAKKISHETTAR COLONY,6,33,"SP, DHARWAD",52,141,278,15.0
42295,NAVALUR,7,38,"SP, DHARWAD",52,141,278,15.0
42301,NAGARKAR COLONY,3,30,"SP, DHARWAD",52,141,278,15.0
42307,Halager Oni,5,35,"SP, DHARWAD",52,141,278,15.0
42313,KALIDAS NAGAR,4,29,"SP, DHARWAD",52,141,278,14.0
42318,HOSUR,2,35,"SP, DHARWAD",52,141,278,15.0
42324,Lokappan Hakkal,1,38,"SP, DHARWAD",52,141,278,15.0
42330,VIDYAVAN,3,25,"SP, DHARWAD",52,141,278,14.0
42335,TAJNAGAR,6,24,"SP, DHARWAD",52,141,278,15.0
42341,Other PS Area,Other PS,4,"SP, DHARWAD",52,141,278,10.0
42344,MANJUNATH NAGAR BETAGERI,3,17,"SP, GADAG",71,210,420,15.0
42350,SHARANABASAVESHWAR NAGAR,2,25,"SP, GADAG",71,210,420,11.0
42355,Hirekoppa village,5,15,"SP, GADAG",71,210,420,15.0
42361,settlment,1,18,"SP, GADAG",71,210,420,15.0
42367,NARASAPUR,6,19,"SP, GADAG",71,210,420,15.0
42373,NAGASAMUDRA,7,16,"SP, GADAG",71,210,420,11.0
42378,Chikoppa village,4,11,"SP, GADAG",71,210,420,15.0
42384,NEW BANSHANKARI TEMPLE KABADI ROAD KALABURGI ONI KALMATH ONI S B TEMPLE MALLARAYAN KATTE V B TEMPLE,14,13,"SP, GADAG",71,210,420,15.0
42390,OLD DC OFFICE,8,13,"SP, GADAG",71,210,420,10.0
42394,KANYAL AGASI DARGA SIDDALINGESHWAR NAGAR MAKAPUR LAYOUT RING ROAD GOVT HOSPITAL JAVAL KERI S B NAGAR,11,11,"SP, GADAG",71,210,420,10.0
42398,HIREKOPPA,17,11,"SP, GADAG",71,210,420,15.0
42404,MARUTI NAGAR PENDAR ONI BAJANTRI ONI AMBEDKAR NAGAR S B SCHOOL S B NAGAR GOVT ITI COLLOGE,10,12,"SP, GADAG",71,210,420,11.0
42409,CHIKKOPPA,16,5,"SP, GADAG",71,210,420,7.0
42412,SAMBAPUR ROAD,9,15,"SP, GADAG",71,210,420,15.0
42418,PULAKESHI ROAD KILLA ONI GARGI PETH OKKALGERI ONI KURAHATI PET JUMA MASID PALED LAYOUT BALARI GATE,12,16,"SP, GADAG",71,210,420,11.0
42423,OLD B S TEMPLE BOREGAR ONI ASHOK ROAD SHIRHATI ONI POLICE QTRS HEALTH CAMP KADI BANDAR DR VAIDY LANE,15,19,"SP, GADAG",71,210,420,15.0
42429,HIRE MASUTI KULKARNI GALLI HELLAVI ONI KOCHI GALLI CHANEGOUDR ONI HUCHANGOUDR ONI BUS STAND T BAZAR,13,13,"SP, GADAG",71,210,420,15.0
42435,NAGASAMUDRA,18,9,"SP, GADAG",71,210,420,8.0
42439,TYAGOR ROAD,2,17,"SP, GADAG",71,210,420,10.0
42443,KARIYAMM KALL BADAVANE,5,15,"SP, GADAG",71,210,420,11.0
42448,APMC YARD,3,21,"SP, GADAG",71,210,420,15.0
42454,VIVEKANAND ROAD,1,26,"SP, GADAG",71,210,420,15.0
42460,INDUSTRIAL AREA,4,11,"SP, GADAG",71,210,420,15.0
42466,SAMBAPUR RAOD,11,6,"SP, GADAG",71,210,420,10.0
42469,SHIVABASA NAGAR,18,8,"SP, GADAG",71,210,420,5.0
42472,KASHI VISHVANTHA NAGAR,9,16,"SP, GADAG",71,210,420,11.0
42477,TAGORE ROAD,8,8,"SP, GADAG",71,210,420,11.0
42482,RAJEEV GANDHI NAGAR,15,11,"SP, GADAG",71,210,420,12.0
42487,KARIYAMMA KALA BADAVANE J T COLLEGE,21,7,"SP, GADAG",71,210,420,10.0
42491,VIDYANAGAR,6,5,"SP, GADAG",71,210,420,10.0
42494,MUNDARAGI ROAD,12,15,"SP, GADAG",71,210,420,11.0
42499,AJADGALLI,7,6,"SP, GADAG",71,210,420,10.0
42503,VEERANARAYANA BADAVANE,13,4,"SP, GADAG",71,210,420,6.0
42507,PUTTARAJ NAGAR,10,6,"SP, GADAG",71,210,420,9.0
42511,SAI NAGAR,17,8,"SP, GADAG",71,210,420,14.0
42516,ISHWARA BADAVANE,14,7,"SP, GADAG",71,210,420,10.0
42520,VIVEKANANDA NAGAR,20,8,"SP, GADAG",71,210,420,10.0
42524,NISARGA BADAVANE,19,6,"SP, GADAG",71,210,420,6.0
42527,SIDDARTHA COLONY,16,1,"SP, GADAG",71,210,420,3.0
42528,NAREGAL,NAREGAL,4,"SP, GADAG",71,210,420,12.0
42532,ADAVISOMAPUR,GADAG DIST,4,"SP, GADAG",71,210,420,6.0
42535,SHIROL,NARAGUND TALUKA,3,"SP, GADAG",71,210,420,6.0
42538,MUNDARGI,MUNDRAGI,3,"SP, GADAG",71,210,420,6.0
42541,Gajendragad,Gajendragad,2,"SP, GADAG",71,210,420,4.0
42543,SHIVANAND NAGAR,GADAG CITY,6,"SP, GADAG",71,210,420,9.0
42547,NADIGATTI,Shirahatti,2,"SP, GADAG",71,210,420,4.0
42549,Internet,Internet,1,"SP, GADAG",71,210,420,4.0
42550,Mulagund,MUlagund,2,"SP, GADAG",71,210,420,2.0
42552,Belavaniki,RON TALUK,1,"SP, GADAG",71,210,420,0.0
42553,ADAVISOMAPUR,01,25,"SP, GADAG",71,210,420,15.0
42559,HARTI,02,28,"SP, GADAG",71,210,420,15.0
42565,LAKKUNDI,09,26,"SP, GADAG",71,210,420,15.0
42571,KOTUMACHAGI,10,36,"SP, GADAG",71,210,420,15.0
42577,KURTKOTI,07,19,"SP, GADAG",71,210,420,14.0
42582,SHYAGOTI,03,29,"SP, GADAG",71,210,420,15.0
42588,HOMBAL,05,26,"SP, GADAG",71,210,420,15.0
42594,KANAGINAHAL,08,26,"SP, GADAG",71,210,420,15.0
42600,SHAGOTI,06,11,"SP, GADAG",71,210,420,11.0
42605,ANTUR,04,18,"SP, GADAG",71,210,420,11.0
42610,KURTAKOTI,36,15,"SP, GADAG",71,210,420,14.0
42615,HULAKOTI,11,23,"SP, GADAG",71,210,420,15.0
42621,HOMBAL,14,26,"SP, GADAG",71,210,420,15.0
42627,NEERALAGI,28,8,"SP, GADAG",71,210,420,15.0
42633,KANAGINAHAL,30,10,"SP, GADAG",71,210,420,10.0
42637,HIREHANDIGOL,19,10,"SP, GADAG",71,210,420,11.0
42642,SAMBHAPUR,33,12,"SP, GADAG",71,210,420,10.0
42646,LAKKUNDI,31,24,"SP, GADAG",71,210,420,15.0
42652,KIRATAGERI,24,16,"SP, GADAG",71,210,420,15.0
42658,KOTUMACHAGI,26,10,"SP, GADAG",71,210,420,15.0
42664,NEERALAGI,27,8,"SP, GADAG",71,210,420,12.0
42668,LINGADAL,16,8,"SP, GADAG",71,210,420,10.0
42672,KADADI,22,7,"SP, GADAG",71,210,420,10.0
42675,DUNDUR,12,8,"SP, GADAG",71,210,420,10.0
42679,ANTUR,37,8,"SP, GADAG",71,210,420,10.0
42683,TIMMAPUR,34,13,"SP, GADAG",71,210,420,11.0
42688,BENAKOPPA,29,8,"SP, GADAG",71,210,420,11.0
42692,HARLAPUR,35,12,"SP, GADAG",71,210,420,14.0
42697,BALAGANUR,21,12,"SP, GADAG",71,210,420,15.0
42703,KIRATAGERI,25,5,"SP, GADAG",71,210,420,8.0
42706,SYAGOTI,17,6,"SP, GADAG",71,210,420,14.0
42711,CHIKKAHANDIGOL,18,4,"SP, GADAG",71,210,420,10.0
42715,H.S. VENKATAPUR,15,7,"SP, GADAG",71,210,420,10.0
42719,HOSALLI,39,4,"SP, GADAG",71,210,420,10.0
42723,HATALAGERI,32,15,"SP, GADAG",71,210,420,15.0
42729,GAVARAVAD,23,7,"SP, GADAG",71,210,420,10.0
42733,BELAHODA,20,7,"SP, GADAG",71,210,420,10.0
42737,BENTUR,38,6,"SP, GADAG",71,210,420,11.0
42741,Madaganur,13,3,"SP, GADAG",71,210,420,5.0
42743,SM K NAGAR,40,1,"SP, GADAG",71,210,420,0.0
42744,OTHER PS LIMITS,OTHERS,4,"SP, GADAG",71,210,420,10.0
42747,Kagadageri Oni,04,18,"SP, GADAG",71,210,420,15.0
42753,TANGAKUT.,06,47,"SP, GADAG",71,210,420,30.0
42765,Bankars colony.,01,21,"SP, GADAG",71,210,420,15.0
42771,OLD R.T.O. CROSS.,02,29,"SP, GADAG",71,210,420,20.0
42778,Javul galli.,05,18,"SP, GADAG",71,210,420,15.0
42784,OTHER,40,9,"SP, GADAG",71,210,420,14.0
42788,HUDCO COLONY,43,20,"SP, GADAG",71,210,420,15.0
42794,OKKALAGERI ONI,03,16,"SP, GADAG",71,210,420,15.0
42800,AMBEDKAR CIRCLE,32,7,"SP, GADAG",71,210,420,10.0
42804,GANGAPUR PETE,26,4,"SP, GADAG",71,210,420,5.0
42807,GRAINMARKET,29,13,"SP, GADAG",71,210,420,11.0
42812,KHANTOT JANATA COLONY,18,2,"SP, GADAG",71,210,420,7.0
42814,MAKAN GALLI,34,9,"SP, GADAG",71,210,420,11.0
42819,SHAHAPUR PETE,24,9,"SP, GADAG",71,210,420,15.0
42825,DOOR GALLI,23,5,"SP, GADAG",71,210,420,8.0
42828,PETE VEERBHADRESHWAR TEMPLE,17,2,"SP, GADAG",71,210,420,5.0
42830,LAXMI CHALL,30,8,"SP, GADAG",71,210,420,15.0
42836,J T MATH BEVINAKATTI ONI,28,10,"SP, GADAG",71,210,420,15.0
42842,JVULA GALLI,25,8,"SP, GADAG",71,210,420,14.0
42847,NALAWAD GALLI,16,5,"SP, GADAG",71,210,420,10.0
42851,BAPUJI NAGAR,41,3,"SP, GADAG",71,210,420,5.0
42853,VEERESWAR NAGAR,33,5,"SP, GADAG",71,210,420,10.0
42856,AMRESHAWAR NAGAR,45,3,"SP, GADAG",71,210,420,5.0
42859,DASAR ONI,35,7,"SP, GADAG",71,210,420,8.0
42862,DASAR ONI,07,6,"SP, GADAG",71,210,420,14.0
42867,BASAVESHWAR STATUE,31,5,"SP, GADAG",71,210,420,8.0
42870,JUMMA MASJID JEER ONI DAKANI GALLI,21,1,"SP, GADAG",71,210,420,2.0
42871,SARVODAYA COLONY,09,3,"SP, GADAG",71,210,420,5.0
42873,SHIKARI PALYA BANGALURU,39,3,"SP, GADAG",71,210,420,5.0
42875,KILLA ONI,08,7,"SP, GADAG",71,210,420,11.0
42880,ADRASHA NAGAR,38,5,"SP, GADAG",71,210,420,9.0
42884,SARVODAYA COLONY,37,5,"SP, GADAG",71,210,420,11.0
42888,TAJ NAGAR,44,2,"SP, GADAG",71,210,420,7.0
42890,RACHOTESHWAR NAGAR,10,4,"SP, GADAG",71,210,420,10.0
42893,SAI NAGAR,42,1,"SP, GADAG",71,210,420,2.0
42894,JUMMA MASIDI,15,1,"SP, GADAG",71,210,420,2.0
42895,VIBUTI ONI,13,2,"SP, GADAG",71,210,420,7.0
42897,OKKALAGERI ONI,11,2,"SP, GADAG",71,210,420,7.0
42899,KHANTOT,14,4,"SP, GADAG",71,210,420,9.0
42902,USAGINKATTI ONI,12,2,"SP, GADAG",71,210,420,3.0
42904,HOMBAL NAK JANATA COLONY,22,4,"SP, GADAG",71,210,420,7.0
42907,KILLA ONI JOOD MARUTI GUDI,36,4,"SP, GADAG",71,210,420,6.0
42911,VIBUTHI ONI,19,3,"SP, GADAG",71,210,420,5.0
42914,KAGADAGERI ONI,27,1,"SP, GADAG",71,210,420,0.0
42915,Pala Badami Road,01,3,"SP, GADAG",71,210,420,3.0
42916,Betageri,03,2,"SP, GADAG",71,210,420,3.0
42917,Betageri Extention,02,2,"SP, GADAG",71,210,420,3.0
42918,Tyagore Road,2,2,"SP, GADAG",71,210,420,10.0
42920,Javul Galli,5,1,"SP, GADAG",71,210,420,1.0
42921,NALWAD GALLI,GADAG CITY,10,"SP, GADAG",71,210,420,12.0
42925,Railway Quatters,1,5,"SP, GADAG",71,210,420,15.0
42928,J P NAGAR,BANGALURU CITY,1,"SP, GADAG",71,210,420,5.0
42929,Sidrameshwar Nagar,7,2,"SP, GADAG",71,210,420,9.0
42931,Kagadageri Oni,4,2,"SP, GADAG",71,210,420,10.0
42933,Lakkundi,6,1,"SP, GADAG",71,210,420,5.0
42934,Shyagoti,3,2,"SP, GADAG",71,210,420,10.0
42936,SUDI,16,19,"SP, GADAG",71,210,420,14.0
42941,CHINIWALARFLAT,3,27,"SP, GADAG",71,210,420,15.0
42947,LAKKALAKATTI,14,14,"SP, GADAG",71,210,420,14.0
42952,Gogeri,17,18,"SP, GADAG",71,210,420,14.0
42957,RAJUR,13,16,"SP, GADAG",71,210,420,14.0
42962,Raibagi Petrol bunk,18,22,"SP, GADAG",71,210,420,15.0
42968,K K CIRCLE,2,28,"SP, GADAG",71,210,420,15.0
42974,MUSHIGERI,15,15,"SP, GADAG",71,210,420,15.0
42980,KUNTOJI,4,15,"SP, GADAG",71,210,420,15.0
42986,BENACHAMATTI,9,9,"SP, GADAG",71,210,420,10.0
42990,NAGENDRAGAD,26,7,"SP, GADAG",71,210,420,11.0
42994,UNACHAGERI,12,9,"SP, GADAG",71,210,420,11.0
42999,GAJENDRAGAD,1,27,"SP, GADAG",71,210,420,15.0
43005,SUDI,35,21,"SP, GADAG",71,210,420,14.0
43010,GOGERI,10,9,"SP, GADAG",71,210,420,14.0
43015,AMARAGATTI,25,2,"SP, GADAG",71,210,420,7.0
43017,CHILZARI,19,8,"SP, GADAG",71,210,420,10.0
43021,ITAGI,31,14,"SP, GADAG",71,210,420,14.0
43026,CHIKKALAGUNDI,32,4,"SP, GADAG",71,210,420,7.0
43029,KUNTOJI,6,9,"SP, GADAG",71,210,420,14.0
43034,LAKKALAKATTI,24,11,"SP, GADAG",71,210,420,10.0
43038,RAJUR,22,15,"SP, GADAG",71,210,420,15.0
43044,NELLURPYATI,29,11,"SP, GADAG",71,210,420,14.0
43049,GOUDAGERI,8,9,"SP, GADAG",71,210,420,11.0
43053,GUDDADBAIRAPUR,21,10,"SP, GADAG",71,210,420,10.0
43057,MUSHIGERI,28,11,"SP, GADAG",71,210,420,10.0
43061,KALAKALESHWAR,20,13,"SP, GADAG",71,210,420,13.0
43066,GULAGULI,30,11,"SP, GADAG",71,210,420,11.0
43069,DINDUR,23,8,"SP, GADAG",71,210,420,14.0
43074,BEVINAKATTI,37,8,"SP, GADAG",71,210,420,10.0
43078,KALLIGANUR,27,8,"SP, GADAG",71,210,420,14.0
43083,HIREALAGUNDI,33,5,"SP, GADAG",71,210,420,14.0
43087,VADEGOL,5,3,"SP, GADAG",71,210,420,8.0
43089,RUDRAPUR,38,5,"SP, GADAG",71,210,420,10.0
43093,YAREKURUBANAL,34,2,"SP, GADAG",71,210,420,5.0
43095,NAGARASIKOPPA,11,6,"SP, GADAG",71,210,420,12.0
43099,MYAKALZARI,7,1,"SP, GADAG",71,210,420,3.0
43100,PETHA BANA,18,26,"SP, GADAG",71,210,420,15.0
43106,AKKIGUND TANDA,36,12,"SP, GADAG",71,210,420,14.0
43111,SYABAL,6,16,"SP, GADAG",71,210,420,11.0
43116,SURANAGI,4,15,"SP, GADAG",71,210,420,15.0
43122,ANKALI,5,10,"SP, GADAG",71,210,420,10.0
43126,GOJANUR,3,17,"SP, GADAG",71,210,420,11.0
43131,RAMAGERI,7,11,"SP, GADAG",71,210,420,11.0
43136,SHIGLI,13,10,"SP, GADAG",71,210,420,11.0
43141,BALEHOSUR,12,16,"SP, GADAG",71,210,420,15.0
43147,BASAPURA,15,7,"SP, GADAG",71,210,420,13.0
43152,GULAGANJIKOPPA,16,16,"SP, GADAG",71,210,420,14.0
43157,GOVANAKOPPA,10,4,"SP, GADAG",71,210,420,7.0
43160,BUDIHALA,9,7,"SP, GADAG",71,210,420,10.0
43164,ODEYARA MALLAPURA,14,5,"SP, GADAG",71,210,420,5.0
43167,BIJJUR,11,4,"SP, GADAG",71,210,420,8.0
43170,GUDAGERI NAKA,8,5,"SP, GADAG",71,210,420,10.0
43174,MANJALAPUR,17,5,"SP, GADAG",71,210,420,10.0
43177,MANJALAPUR,2,4,"SP, GADAG",71,210,420,3.0
43179,KONCHIGERI,21,3,"SP, GADAG",71,210,420,2.0
43181,BIJJUR,25,3,"SP, GADAG",71,210,420,2.0
43183,SHIGLI,29,15,"SP, GADAG",71,210,420,11.0
43188,UNDENAHALLI,1,41,"SP, GADAG",71,210,420,15.0
43194,NAGARAMADUVU,26,7,"SP, GADAG",71,210,420,10.0
43198,BALEHOSUR,27,13,"SP, GADAG",71,210,420,14.0
43203,ULLATTI,31,5,"SP, GADAG",71,210,420,5.0
43206,GULAGANJIKOPPA,35,4,"SP, GADAG",71,210,420,8.0
43209,RAMAGERI,34,10,"SP, GADAG",71,210,420,14.0
43214,BUDIHAL,19,4,"SP, GADAG",71,210,420,12.0
43217,KOGANUR,23,4,"SP, GADAG",71,210,420,7.0
43220,GOVANAKOPPA,22,1,"SP, GADAG",71,210,420,3.0
43221,YALLAPUR,28,5,"SP, GADAG",71,210,420,5.0
43224,BASAPUR,33,4,"SP, GADAG",71,210,420,10.0
43227,SHYABAL,30,1,"SP, GADAG",71,210,420,3.0
43228,KOKKARAGUNDI,20,5,"SP, GADAG",71,210,420,14.0
43232,VADEYAR MALLAPUR,32,3,"SP, GADAG",71,210,420,10.0
43235,ANKALI,24,1,"SP, GADAG",71,210,420,5.0
43236,CHINCHALI,1,30,"SP, GADAG",71,210,420,15.0
43242,KANAVI,2,20,"SP, GADAG",71,210,420,14.0
43247,SORATUR,3,17,"SP, GADAG",71,210,420,14.0
43252,SHIRUNJ,4,14,"SP, GADAG",71,210,420,10.0
43256,GADAG KSRTC OLD BUS STAND,OTHERS,1,"SP, GADAG",71,210,420,2.0
43257,SHIROL,15,4,"SP, GADAG",71,210,420,8.0
43260,SHIRUND,14,9,"SP, GADAG",71,210,420,11.0
43265,SORATUR,9,10,"SP, GADAG",71,210,420,14.0
43270,HANGANAKATTI,11,4,"SP, GADAG",71,210,420,5.0
43273,BASAPUR,7,6,"SP, GADAG",71,210,420,8.0
43276,HOSUR,6,8,"SP, GADAG",71,210,420,15.0
43282,KABALAYATAKATTI,16,4,"SP, GADAG",71,210,420,10.0
43285,KANAVI,5,10,"SP, GADAG",71,210,420,14.0
43290,MAHALINGAPUR TANDA,12,5,"SP, GADAG",71,210,420,10.0
43294,YALISHIRUR,13,4,"SP, GADAG",71,210,420,2.0
43296,SHITALAHARI,8,6,"SP, GADAG",71,210,420,14.0
43301,RAMENAHALLI,1,38,"SP, GADAG",71,210,420,15.0
43307,MUNDAWAD,5,20,"SP, GADAG",71,210,420,11.0
43312,BASAPOOR,6,21,"SP, GADAG",71,210,420,14.0
43317,SINGATALUR,2,16,"SP, GADAG",71,210,420,15.0
43323,SHIROL,3,19,"SP, GADAG",71,210,420,15.0
43329,GANGAPUR,4,20,"SP, GADAG",71,210,420,15.0
43335,BUDIHAL,7,13,"SP, GADAG",71,210,420,14.0
43340,BARADUR,10,14,"SP, GADAG",71,210,420,10.0
43344,HALLIGUDI,9,11,"SP, GADAG",71,210,420,10.0
43348,DAMBAL,12,16,"SP, GADAG",71,210,420,15.0
43354,BAGEVADI,8,13,"SP, GADAG",71,210,420,14.0
43359,SINGATARAYAKERI,11,11,"SP, GADAG",71,210,420,15.0
43365,KALAKERI VEERAPAPUR,17,16,"SP, GADAG",71,210,420,14.0
43370,HIREVADDATTI KELUR,15,15,"SP, GADAG",71,210,420,15.0
43376,DONI DONITANDA ATTIKATTI,34,27,"SP, GADAG",71,210,420,15.0
43382,MEVUNDI,26,12,"SP, GADAG",71,210,420,14.0
43387,PETALUR JANTLISIRUR,27,16,"SP, GADAG",71,210,420,14.0
43392,VENKATAPUR YAKLASAPUR,23,9,"SP, GADAG",71,210,420,15.0
43398,JALAVADAGI,13,7,"SP, GADAG",71,210,420,5.0
43401,HALLIGUDI HALLIKERI,22,13,"SP, GADAG",71,210,420,10.0
43405,BARADUR TAMBRAGUNDI,25,10,"SP, GADAG",71,210,420,10.0
43409,BASAPUR HAROGERI,14,10,"SP, GADAG",71,210,420,15.0
43415,DAMBAL HOSADAMBAL,32,22,"SP, GADAG",71,210,420,15.0
43421,MURUDI MURUDITANDE GUDDADABUDHIHAL,20,5,"SP, GADAG",71,210,420,7.0
43424,DINDUR,35,4,"SP, GADAG",71,210,420,9.0
